,xycoordinate,descrption,details,grade,timestamp,player_id,teamid,home_teamid,away_teamid,name,home_score,away_score,block,attack_combo,match_id,start_coordinate,mid_coordinate,end_coordinate,set_number,net_let,dig_details,start_zone,start_subzone
0,1D,serve,jump_float,-,186,-126559,4683,959,4683,April Ross,00,00,,,104007,0954,,8435,1,,,1.0,D
1,1D,reception,middle,#,187,-8333,959,959,4683,Nina Betschart,00,00,,,104007,0954,,8435,1,,,1.0,D
2,3A,set,~,#,189,-8334,959,959,4683,Tanja Huberli,00,00,,,104007,4257,,,1,,,3.0,A
3,6D,attack,hard,#,191,-8333,959,959,4683,Nina Betschart,00,00,line,X5,104007,4885,,8356,1,,,6.0,D
5,,point,,,,,959,959,4683,,01,00,,,104007,,,,1,,,,
6,6D,serve,jump_float,!,210,-8333,959,959,4683,Nina Betschart,01,00,,,104007,0717,,8459,1,,,6.0,D
7,6D,reception,right,!,211,-126559,4683,959,4683,April Ross,01,00,,,104007,0717,,8459,1,,,6.0,D
8,3C,set,~,#,213,-126558,4683,959,4683,Alexandra Klineman,01,00,,,104007,4741,,,1,,,3.0,C
9,6D,attack,pokey,#,215,-126559,4683,959,4683,April Ross,01,00,jump_angle,X3,104007,4850,,8957,1,,,6.0,D
11,,point,,,,,4683,959,4683,,01,01,,,104007,,,,1,,,,
12,1A,serve,jump_float,=,235,-126558,4683,959,4683,Alexandra Klineman,01,01,,,104007,0926,,9613,1,,,1.0,A
14,,point,,,,,959,959,4683,,02,01,,,104007,,,,1,,,,
15,6D,serve,standing_float_near,-,249,-8334,959,959,4683,Tanja Huberli,02,01,,,104007,0947,,8656,1,,,6.0,D
16,6D,reception,right,+,250,-126559,4683,959,4683,April Ross,02,01,,,104007,0947,,8656,1,,,6.0,D
17,8C,set,~,#,252,-126558,4683,959,4683,Alexandra Klineman,02,01,,,104007,3545,,,1,,,8.0,C
18,1D,attack,shot,#,254,-126559,4683,959,4683,April Ross,02,01,line,X1,104007,4815,,8623,1,,,1.0,D
20,,point,,,,,4683,959,4683,,02,02,,,104007,,,,1,,,,
21,1C,serve,jump_float,-,277,-126559,4683,959,4683,April Ross,02,02,,,104007,0954,,8334,1,,,1.0,C
22,1C,reception,middle,#,278,-8333,959,959,4683,Nina Betschart,02,02,,,104007,0954,,8334,1,,,1.0,C
23,3A,set,~,#,279,-8334,959,959,4683,Tanja Huberli,02,02,,,104007,4157,,,1,,,3.0,A
24,1C,attack,shot,#,281,-8333,959,959,4683,Nina Betschart,02,02,jump_angle,X4,104007,4869,,7726,1,,,1.0,C
26,,point,,,,,959,959,4683,,03,02,,,104007,,,,1,,,,
27,6C,serve,jump_float,!,302,-8333,959,959,4683,Nina Betschart,03,02,,,104007,0914,,8156,1,,,6.0,C
28,6C,reception,right,!,303,-126559,4683,959,4683,April Ross,03,02,,,104007,0914,,8156,1,,,6.0,C
29,6C,set,~,#,305,-126558,4683,959,4683,Alexandra Klineman,03,02,,,104007,2344,,,1,,,6.0,C
30,7A,attack,hard,/,307,-126559,4683,959,4683,April Ross,03,02,jump_angle,V2,104007,4832,,7665,1,,,7.0,A
31,,block,,#,307,-8334,959,959,4683,Tanja Huberli,03,02,,,104007,4863,,,1,,,,
32,,free_ball,,=,307,-126558,4683,959,4683,Alexandra Klineman,03,02,,,104007,4351,,,1,,,,
33,,point,,,,,959,959,4683,,04,02,,,104007,,,,1,,,,
34,6D,serve,jump_float,-,326,-8333,959,959,4683,Nina Betschart,04,02,,,104007,0926,,8360,1,,,6.0,D
35,6D,reception,middle,#,327,-126559,4683,959,4683,April Ross,04,02,,,104007,0926,,8360,1,,,6.0,D
36,3A,set,~,-,329,-126558,4683,959,4683,Alexandra Klineman,04,02,,,104007,4250,,,1,,,3.0,A
37,1B,attack,pokey,+,330,-126559,4683,959,4683,April Ross,04,02,line,X1,104007,4815,,8123,1,,,1.0,B
38,,dig,,-,331,-8333,959,959,4683,Nina Betschart,04,02,,,104007,4815,,8123,1,,after_block,,
39,,free_ball,,-,333,-126559,4683,959,4683,April Ross,04,02,,,104007,2216,,,1,,,,
40,7D,set,~,#,334,-126558,4683,959,4683,Alexandra Klineman,04,02,,,104007,2812,,,1,,,7.0,D
41,3B,attack,hard,=,336,-126559,4683,959,4683,April Ross,04,02,line,J2,104007,3931,,5239,1,,,3.0,B
43,,point,,,,,959,959,4683,,05,02,,,104007,,,,1,,,,
44,6A,serve,jump_float,-,368,-8333,959,959,4683,Nina Betschart,05,02,,,104007,0714,,8440,1,,,6.0,A
45,6A,reception,middle,+,369,-126558,4683,959,4683,Alexandra Klineman,05,02,,,104007,0714,,8440,1,,,6.0,A
46,3D,set,~,#,371,-126559,4683,959,4683,April Ross,05,02,,,104007,3847,,,1,,,3.0,D
47,5A,attack,hard,=,373,-126558,4683,959,4683,Alexandra Klineman,05,02,jump_angle,P4,104007,4869,,9569,1,,,5.0,A
49,,point,,,,,959,959,4683,,06,02,,,104007,,,,1,,,,
50,6C,serve,jump_float,+,391,-8333,959,959,4683,Nina Betschart,06,02,,,104007,0926,,8056,1,,,6.0,C
51,6C,reception,right,-,392,-126559,4683,959,4683,April Ross,06,02,,,104007,0926,,8056,1,,,6.0,C
52,3A,set,~,#,393,-126558,4683,959,4683,Alexandra Klineman,06,02,,,104007,4252,,,1,,,3.0,A
53,9B,attack,shot,#,395,-126559,4683,959,4683,April Ross,06,02,peel,X2,104007,4832,,6922,1,,,9.0,B
54,,dig,,=,396,-8334,959,959,4683,Tanja Huberli,06,02,,,104007,4832,,6922,1,,on_spike,,
55,,point,,,,,4683,959,4683,,06,03,,,104007,,,,1,,,,
56,1D,serve,jump_float,-,419,-126558,4683,959,4683,Alexandra Klineman,06,03,,,104007,0954,,8530,1,,,1.0,D
57,1D,reception,middle,+,420,-8333,959,959,4683,Nina Betschart,06,03,,,104007,0954,,8530,1,,,1.0,D
58,8B,set,~,#,422,-8334,959,959,4683,Tanja Huberli,06,03,,,104007,3363,,,1,,,8.0,B
59,7D,attack,shot,#,423,-126558,4683,959,4683,Alexandra Klineman,06,03,jump_angle,X5,104007,4885,,7584,1,,,7.0,D
60,,dig,,=,423,-8334,959,959,4683,Tanja Huberli,06,03,,,104007,4885,,7584,1,,emergency,,
61,,point,,,,,959,959,4683,,07,03,,,104007,,,,1,,,,
62,8B,serve,standing_float_near,!,444,-8334,959,959,4683,Tanja Huberli,07,03,,,104007,0747,,6449,1,,,8.0,B
63,8B,reception,low,!,445,-126558,4683,959,4683,Alexandra Klineman,07,03,,,104007,0747,,6449,1,,,8.0,B
64,4B,set,~,#,446,-126559,4683,959,4683,April Ross,07,03,,,104007,4733,,,1,,,4.0,B
65,7A,attack,shot,/,448,-126558,4683,959,4683,Alexandra Klineman,07,03,line,X4,104007,4869,,7076,1,,,7.0,A
66,,block,,#,448,-8334,959,959,4683,Tanja Huberli,07,03,,,104007,4832,,,1,,,,
67,,point,,,,,959,959,4683,,08,03,,,104007,,,,1,,,,
68,5A,serve,standing_float_near,-,471,-8334,959,959,4683,Tanja Huberli,08,03,,,104007,0845,,8375,1,,,5.0,A
69,5A,reception,left,#,473,-126559,4683,959,4683,April Ross,08,03,,,104007,0845,,8375,1,,,5.0,A
70,3D,set,~,#,474,-126558,4683,959,4683,Alexandra Klineman,08,03,,,104007,3947,,,1,,,3.0,D
71,1B,attack,shot,-,476,-126559,4683,959,4683,April Ross,08,03,jump_angle,X2,104007,4832,,8119,1,,,1.0,B
72,,dig,,+,476,-8333,959,959,4683,Nina Betschart,08,03,,,104007,4832,,8119,1,,on_spike,,
73,8D,set,~,#,478,-8334,959,959,4683,Tanja Huberli,08,03,,,104007,2540,,,1,,,8.0,D
74,9A,attack,hard,#,480,-8333,959,959,4683,Nina Betschart,08,03,line,V3,104007,4849,,7414,1,,,9.0,A
76,,point,,,,,959,959,4683,,09,03,,,104007,,,,1,,,,
77,6A,serve,standing_float_near,!,566,-8334,959,959,4683,Tanja Huberli,09,03,,,104007,0957,,8441,1,,,6.0,A
78,6A,reception,middle,!,567,-126558,4683,959,4683,Alexandra Klineman,09,03,,,104007,0957,,8441,1,,,6.0,A
79,9C,attack,hard,#,569,-126559,4683,959,4683,April Ross,09,03,peel,C4,104007,4868,,6626,1,let,,9.0,C
81,,point,,,,,4683,959,4683,,09,04,,,104007,,,,1,,,,
82,5B,serve,jump_float,+,590,-126559,4683,959,4683,April Ross,09,04,,,104007,0954,,8177,1,,,5.0,B
83,5B,reception,middle,-,591,-8334,959,959,4683,Tanja Huberli,09,04,,,104007,0954,,8177,1,,,5.0,B
84,5C,set,~,#,593,-8333,959,959,4683,Nina Betschart,09,04,,,104007,2013,,,1,,,5.0,C
85,1D,attack,hard,+,595,-8334,959,959,4683,Tanja Huberli,09,04,jump_angle,J2,104007,3931,,8635,1,,,1.0,D
86,,dig,,-,595,-126559,4683,959,4683,April Ross,09,04,,,104007,3931,,8635,1,,emergency,,
87,4C,attack,pokey,#,597,-8334,959,959,4683,Tanja Huberli,09,04,line,~~,104007,4749,,5577,1,,,4.0,C
88,,block,,=,597,-126558,4683,959,4683,Alexandra Klineman,09,04,,,104007,4947,,,1,,,,
89,,point,,,,,959,959,4683,,10,04,,,104007,,,,1,,,,
90,5A,serve,jump_float,!,624,-8333,959,959,4683,Nina Betschart,10,04,,,104007,0814,,8465,1,,,5.0,A
91,5A,reception,middle,!,625,-126559,4683,959,4683,April Ross,10,04,,,104007,0814,,8465,1,,,5.0,A
92,7B,set,~,#,627,-126558,4683,959,4683,Alexandra Klineman,10,04,,,104007,3323,,,1,,,7.0,B
93,5C,attack,hard,/,628,-126559,4683,959,4683,April Ross,10,04,jump_angle,V1,104007,4814,,7778,1,,,5.0,C
94,,block,,#,628,-8334,959,959,4683,Tanja Huberli,10,04,,,104007,,,,1,,,,
95,,point,,,,,959,959,4683,,11,04,,,104007,,,,1,,,,
96,6C,serve,jump_float,!,647,-8333,959,959,4683,Nina Betschart,11,04,,,104007,0919,,8163,1,,,6.0,C
97,6C,reception,middle,!,648,-126559,4683,959,4683,April Ross,11,04,,,104007,0919,,8163,1,,,6.0,C
98,3C,set,~,#,649,-126558,4683,959,4683,Alexandra Klineman,11,04,,,104007,4645,,,1,,,3.0,C
99,9A,attack,shot,#,651,-126559,4683,959,4683,April Ross,11,04,angle,V4,104007,4868,,7115,1,,,9.0,A
100,,block,,=,651,-8334,959,959,4683,Tanja Huberli,11,04,,,104007,,,,1,,,,
101,,point,,,,,4683,959,4683,,11,05,,,104007,,,,1,,,,
102,6D,serve,jump_float,-,672,-126558,4683,959,4683,Alexandra Klineman,11,05,,,104007,0954,,8454,1,,,6.0,D
103,6D,reception,right,#,673,-8334,959,959,4683,Tanja Huberli,11,05,,,104007,0954,,8454,1,,,6.0,D
104,3D,set,~,#,674,-8333,959,959,4683,Nina Betschart,11,05,,,104007,4241,,,1,,,3.0,D
105,9B,attack,shot,+,676,-8334,959,959,4683,Tanja Huberli,11,05,line,X1,104007,4815,,6916,1,,,9.0,B
106,,block,,-,676,-126558,4683,959,4683,Alexandra Klineman,11,05,,,104007,4785,,,1,,,,
107,,free_ball,,!,677,-8334,959,959,4683,Tanja Huberli,11,05,,,104007,4422,,,1,,,,
108,3B,set,~,#,678,-8333,959,959,4683,Nina Betschart,11,05,,,104007,4352,,,1,,,3.0,B
109,7A,attack,hard,#,679,-8334,959,959,4683,Tanja Huberli,11,05,peel,V2,104007,4832,,7671,1,,,7.0,A
110,,dig,,=,680,-126559,4683,959,4683,April Ross,11,05,,,104007,4832,,7671,1,,on_spike,,
111,,point,,,,,959,959,4683,,12,05,,,104007,,,,1,,,,
112,6C,serve,standing_float_near,-,712,-8334,959,959,4683,Tanja Huberli,12,05,,,104007,0859,,8057,1,,,6.0,C
113,6C,reception,right,+,713,-126559,4683,959,4683,April Ross,12,05,,,104007,0859,,8057,1,,,6.0,C
114,3B,set,~,#,714,-126558,4683,959,4683,Alexandra Klineman,12,05,,,104007,4458,,,1,,,3.0,B
115,2A,attack,pokey,-,716,-126559,4683,959,4683,April Ross,12,05,peel,X3,104007,4850,,6120,1,,,2.0,A
116,,dig,,#,716,-8333,959,959,4683,Nina Betschart,12,05,,,104007,4850,,6120,1,,emergency,,
117,3B,set,~,#,718,-8334,959,959,4683,Tanja Huberli,12,05,,,104007,4358,,,1,,,3.0,B
118,2D,attack,shot,#,719,-8333,959,959,4683,Nina Betschart,12,05,line,X4,104007,4869,,5829,1,let,,2.0,D
119,,dig,,=,719,-126559,4683,959,4683,April Ross,12,05,,,104007,4869,,5829,1,,emergency,,
120,,point,,,,,959,959,4683,,13,05,,,104007,,,,1,,,,
121,7B,serve,standing_float_near,+,740,-8334,959,959,4683,Tanja Huberli,13,05,,,104007,0954,5165,6368,1,let,,7.0,B
122,7B,reception,low,-,741,-126559,4683,959,4683,April Ross,13,05,,,104007,0954,5165,6368,1,,,7.0,B
123,5C,attack,shot,#,741,-126558,4683,959,4683,Alexandra Klineman,13,05,peel,C3,104007,4850,,8386,1,,,5.0,C
125,,point,,,,,4683,959,4683,,13,06,,,104007,,,,1,,,,
126,6A,serve,jump_float,/,765,-126559,4683,959,4683,April Ross,13,06,,,104007,0425,,8648,1,,,6.0,A
127,6A,reception,left,/,766,-8333,959,959,4683,Nina Betschart,13,06,,,104007,0425,,8648,1,,,6.0,A
128,3C,set,~,-,768,-8334,959,959,4683,Tanja Huberli,13,06,,,104007,4950,,,1,,,3.0,C
129,,free_ball,,=,770,-126559,4683,959,4683,April Ross,13,06,,,104007,4668,,,1,,,,
131,,point,,,,,959,959,4683,,14,06,,,104007,,,,1,,,,
132,7A,serve,jump_float,!,809,-8333,959,959,4683,Nina Betschart,14,06,,,104007,0817,,7375,1,,,7.0,A
133,7A,reception,middle,!,810,-126559,4683,959,4683,April Ross,14,06,,,104007,0817,,7375,1,,,7.0,A
134,8D,set,~,#,812,-126558,4683,959,4683,Alexandra Klineman,14,06,,,104007,2449,,,1,,,8.0,D
135,1B,attack,shot,#,813,-126559,4683,959,4683,April Ross,14,06,line,V1,104007,4518,,8110,1,,,1.0,B
137,,point,,,,,4683,959,4683,,14,07,,,104007,,,,1,,,,
138,3B,serve,jump_float,=,915,-126558,4683,959,4683,Alexandra Klineman,14,07,,,104007,0954,,5242,1,,,3.0,B
140,,point,,,,,959,959,4683,,15,07,,,104007,,,,1,,,,
141,8D,serve,standing_float_near,-,932,-8334,959,959,4683,Tanja Huberli,15,07,,,104007,0968,,7457,1,,,8.0,D
142,8D,reception,low,+,934,-126559,4683,959,4683,April Ross,15,07,,,104007,0968,,7457,1,,,8.0,D
143,1D,attack,hard,#,935,-126558,4683,959,4683,Alexandra Klineman,15,07,peel,C4,104007,4868,,8731,1,,,1.0,D
145,,point,,,,,4683,959,4683,,15,08,,,104007,,,,1,,,,
146,5C,serve,jump_float,#,955,-126559,4683,959,4683,April Ross,15,08,,,104007,0820,,7791,1,,,5.0,C
147,5C,reception,low,=,956,-8334,959,959,4683,Tanja Huberli,15,08,,,104007,0820,,7791,1,,,5.0,C
148,,point,,,,,4683,959,4683,,15,09,,,104007,,,,1,,,,
149,5D,serve,jump_float,=,1016,-126559,4683,959,4683,April Ross,15,09,,,104007,0926,,8394,1,,,5.0,D
151,,point,,,,,959,959,4683,,16,09,,,104007,,,,1,,,,
152,6D,serve,jump_float,+,1035,-8333,959,959,4683,Nina Betschart,16,09,,,104007,0926,,8653,1,,,6.0,D
153,6D,reception,right,-,1036,-126559,4683,959,4683,April Ross,16,09,,,104007,0926,,8653,1,,,6.0,D
154,1A,set,~,-,1038,-126558,4683,959,4683,Alexandra Klineman,16,09,,,104007,1198,,,1,,,1.0,A
155,6C,attack,shot,-,1040,-126559,4683,959,4683,April Ross,16,09,peel,J5,104007,4085,,8258,1,,,6.0,C
156,,dig,,#,1041,-8334,959,959,4683,Tanja Huberli,16,09,,,104007,4085,,8258,1,,on_spike,,
157,4B,set,~,#,1042,-8333,959,959,4683,Nina Betschart,16,09,,,104007,4635,,,1,,,4.0,B
158,7A,attack,shot,-,1044,-8334,959,959,4683,Tanja Huberli,16,09,line,X1,104007,4815,,7668,1,,,7.0,A
159,,dig,,#,1045,-126559,4683,959,4683,April Ross,16,09,,,104007,4815,,7668,1,,on_spike,,
160,3B,set,~,#,1046,-126558,4683,959,4683,Alexandra Klineman,16,09,,,104007,4556,,,1,,,3.0,B
161,7D,attack,hard,#,1048,-126559,4683,959,4683,April Ross,16,09,jump_angle,X3,104007,4850,,7489,1,,,7.0,D
162,,block,,=,1048,-8334,959,959,4683,Tanja Huberli,16,09,,,104007,,,,1,,,,
163,,point,,,,,4683,959,4683,,16,10,,,104007,,,,1,,,,
164,7C,serve,jump_float,+,1070,-126558,4683,959,4683,Alexandra Klineman,16,10,,,104007,0954,,6878,1,,,7.0,C
165,7C,reception,low,-,1071,-8334,959,959,4683,Tanja Huberli,16,10,,,104007,0954,,6878,1,,,7.0,C
166,3D,set,~,#,1072,-8333,959,959,4683,Nina Betschart,16,10,,,104007,4348,,,1,,,3.0,D
167,1D,attack,pokey,-,1073,-8334,959,959,4683,Tanja Huberli,16,10,line,X2,104007,4832,,8727,1,,,1.0,D
168,,dig,,#,1074,-126559,4683,959,4683,April Ross,16,10,,,104007,4832,,8727,1,,on_spike,,
169,2C,set,~,#,1076,-126558,4683,959,4683,Alexandra Klineman,16,10,,,104007,4373,,,1,,,2.0,C
170,6D,attack,hard,/,1078,-126559,4683,959,4683,April Ross,16,10,line,X5,104007,4885,,8360,1,,,6.0,D
171,,block,,#,1078,-8334,959,959,4683,Tanja Huberli,16,10,,,104007,4718,,,1,,,,
172,,free_ball,,=,1078,-126558,4683,959,4683,Alexandra Klineman,16,10,,,104007,4750,,,1,,,,
173,,point,,,,,959,959,4683,,17,10,,,104007,,,,1,,,,
174,6A,serve,standing_float_near,-,1098,-8334,959,959,4683,Tanja Huberli,17,10,,,104007,0868,,8444,1,,,6.0,A
175,6A,reception,middle,+,1099,-126558,4683,959,4683,Alexandra Klineman,17,10,,,104007,0868,,8444,1,,,6.0,A
176,3A,set,~,#,1101,-126559,4683,959,4683,April Ross,17,10,,,104007,4059,,,1,,,3.0,A
177,1B,attack,hard,#,1103,-126558,4683,959,4683,Alexandra Klineman,17,10,line,X2,104007,4832,,8209,1,,,1.0,B
178,,block,,=,1103,-8334,959,959,4683,Tanja Huberli,17,10,,,104007,4774,,,1,,,,
179,,point,,,,,4683,959,4683,,17,11,,,104007,,,,1,,,,
180,5C,serve,jump_float,-,1136,-126559,4683,959,4683,April Ross,17,11,,,104007,0715,,7786,1,,,5.0,C
181,5C,reception,middle,+,1137,-8334,959,959,4683,Tanja Huberli,17,11,,,104007,0715,,7786,1,,,5.0,C
182,4B,set,~,#,1139,-8333,959,959,4683,Nina Betschart,17,11,,,104007,4432,,,1,,,4.0,B
183,1A,attack,shot,#,1140,-8334,959,959,4683,Tanja Huberli,17,11,jump_line,X1,104007,4818,,8416,1,,,1.0,A
185,,point,,,,,959,959,4683,,18,11,,,104007,,,,1,,,,
186,5A,serve,jump_float,-,1159,-8333,959,959,4683,Nina Betschart,18,11,,,104007,1035,,8368,1,,,5.0,A
187,5A,reception,middle,+,1160,-126559,4683,959,4683,April Ross,18,11,,,104007,1035,,8368,1,,,5.0,A
188,3D,set,~,#,1162,-126558,4683,959,4683,Alexandra Klineman,18,11,,,104007,4045,,,1,,,3.0,D
189,7D,attack,shot,#,1163,-126559,4683,959,4683,April Ross,18,11,jump_angle,X2,104007,4832,,7284,1,,,7.0,D
191,,point,,,,,4683,959,4683,,18,12,,,104007,,,,1,,,,
192,6A,serve,jump_float,-,1183,-126558,4683,959,4683,Alexandra Klineman,18,12,,,104007,0926,,8641,1,,,6.0,A
193,6A,reception,right,+,1184,-8333,959,959,4683,Nina Betschart,18,12,,,104007,0926,,8641,1,,,6.0,A
194,3D,set,~,#,1185,-8334,959,959,4683,Tanja Huberli,18,12,,,104007,4145,,,1,,,3.0,D
195,9A,attack,hard,/,1187,-8333,959,959,4683,Nina Betschart,18,12,jump_angle,X3,104007,4850,,7623,1,,,9.0,A
196,,block,,#,1187,-126558,4683,959,4683,Alexandra Klineman,18,12,,,104007,4959,,,1,,,,
197,,point,,,,,4683,959,4683,,18,13,,,104007,,,,1,,,,
198,6A,serve,jump_float,+,1206,-126558,4683,959,4683,Alexandra Klineman,18,13,,,104007,0926,,8445,1,,,6.0,A
199,6A,reception,middle,-,1207,-8333,959,959,4683,Nina Betschart,18,13,,,104007,0926,,8445,1,,,6.0,A
200,6A,set,~,#,1209,-8334,959,959,4683,Tanja Huberli,18,13,,,104007,1558,,,1,,,6.0,A
201,6D,attack,shot,=,1211,-8333,959,959,4683,Nina Betschart,18,13,peel,V5,104007,4885,,9155,1,,,6.0,D
203,,point,,,,,4683,959,4683,,18,14,,,104007,,,,1,,,,
204,6D,serve,jump_float,!,1291,-126558,4683,959,4683,Alexandra Klineman,18,14,,,104007,0929,,8559,1,,,6.0,D
205,6D,reception,right,!,1292,-8334,959,959,4683,Tanja Huberli,18,14,,,104007,0929,,8559,1,,,6.0,D
206,8C,set,~,#,1294,-8333,959,959,4683,Nina Betschart,18,14,,,104007,3047,,,1,,,8.0,C
207,5C,attack,hard,#,1295,-8334,959,959,4683,Tanja Huberli,18,14,jump_angle,V2,104007,4832,,8184,1,,,5.0,C
208,,block,,=,1295,-126558,4683,959,4683,Alexandra Klineman,18,14,,,104007,4870,,,1,,,,
209,,point,,,,,959,959,4683,,19,14,,,104007,,,,1,,,,
210,6D,serve,standing_float_near,-,1314,-8334,959,959,4683,Tanja Huberli,19,14,,,104007,0858,,8357,1,,,6.0,D
211,6D,reception,middle,+,1315,-126559,4683,959,4683,April Ross,19,14,,,104007,0858,,8357,1,,,6.0,D
212,3D,set,~,#,1317,-126558,4683,959,4683,Alexandra Klineman,19,14,,,104007,3744,,,1,,,3.0,D
213,9C,attack,pokey,#,1318,-126559,4683,959,4683,April Ross,19,14,angle,X3,104007,4857,,6834,1,,,9.0,C
215,,point,,,,,4683,959,4683,,19,15,,,104007,,,,1,,,,
216,6B,serve,jump_float,-,1340,-126559,4683,959,4683,April Ross,19,15,,,104007,0423,,8045,1,,,6.0,B
217,6B,reception,middle,+,1341,-8333,959,959,4683,Nina Betschart,19,15,,,104007,0423,,8045,1,,,6.0,B
218,8B,set,~,#,1342,-8334,959,959,4683,Tanja Huberli,19,15,,,104007,3256,,,1,,,8.0,B
219,3C,attack,shot,=,1344,-8333,959,959,4683,Nina Betschart,19,15,jump_angle,X5,104007,4585,,5250,1,,,3.0,C
221,,point,,,,,4683,959,4683,,19,16,,,104007,,,,1,,,,
222,1C,serve,jump_float,!,1377,-126559,4683,959,4683,April Ross,19,16,,,104007,0184,,8129,1,,,1.0,C
223,1C,reception,low,!,1378,-8333,959,959,4683,Nina Betschart,19,16,,,104007,0184,,8129,1,,,1.0,C
224,8B,set,~,#,1380,-8334,959,959,4683,Tanja Huberli,19,16,,,104007,3352,,,1,,,8.0,B
225,1A,attack,hard,=,1381,-8333,959,959,4683,Nina Betschart,19,16,jump_angle,V4,104007,4370,,9414,1,,,1.0,A
227,,point,,,,,4683,959,4683,,19,17,,,104007,,,,1,,,,
228,6A,serve,jump_float,+,1404,-126559,4683,959,4683,April Ross,19,17,,,104007,0283,,8450,1,,,6.0,A
229,6A,reception,left,-,1405,-8333,959,959,4683,Nina Betschart,19,17,,,104007,0283,,8450,1,,,6.0,A
230,3A,set,~,#,1406,-8334,959,959,4683,Tanja Huberli,19,17,,,104007,4251,,,1,,,3.0,A
231,9B,attack,shot,#,1407,-8333,959,959,4683,Nina Betschart,19,17,peel,X5,104007,4580,,6920,1,,,9.0,B
232,,dig,,=,1408,-126559,4683,959,4683,April Ross,19,17,,,104007,4580,,6920,1,,emergency,,
233,,point,,,,,959,959,4683,,20,17,,,104007,,,,1,,,,
234,1A,serve,jump_float,!,1432,-8333,959,959,4683,Nina Betschart,20,17,,,104007,0816,,8613,1,,,1.0,A
235,1A,reception,right,!,1433,-126558,4683,959,4683,Alexandra Klineman,20,17,,,104007,0816,,8613,1,,,1.0,A
236,4D,attack,pokey,+,1434,-126559,4683,959,4683,April Ross,20,17,angle,C4,104007,4868,,6280,1,,,4.0,D
237,,block,,-,1435,-8334,959,959,4683,Tanja Huberli,20,17,,,104007,4824,,,1,,,,
238,,free_ball,,+,1436,-126559,4683,959,4683,April Ross,20,17,,,104007,4858,,,1,,,,
239,9A,attack,hard,#,1437,-126558,4683,959,4683,Alexandra Klineman,20,17,angle,C3,104007,4350,,7216,1,,,9.0,A
241,,point,,,,,4683,959,4683,,20,18,,,104007,,,,1,,,,
242,1D,serve,jump_float,-,1459,-126558,4683,959,4683,Alexandra Klineman,20,18,,,104007,0926,,8532,1,,,1.0,D
243,1D,reception,left,#,1460,-8333,959,959,4683,Nina Betschart,20,18,,,104007,0926,,8532,1,,,1.0,D
244,3B,set,~,#,1462,-8334,959,959,4683,Tanja Huberli,20,18,,,104007,4352,,,1,,,3.0,B
245,7B,attack,shot,/,1463,-8333,959,959,4683,Nina Betschart,20,18,line,X4,104007,4869,,6574,1,,,7.0,B
246,,block,,#,1463,-126558,4683,959,4683,Alexandra Klineman,20,18,,,104007,4923,,,1,,,,
247,,point,,,,,4683,959,4683,,20,19,,,104007,,,,1,,,,
248,1D,serve,jump_float,-,1485,-126558,4683,959,4683,Alexandra Klineman,20,19,,,104007,0926,,8528,1,,,1.0,D
249,1D,reception,middle,#,1486,-8333,959,959,4683,Nina Betschart,20,19,,,104007,0926,,8528,1,,,1.0,D
250,3B,set,~,#,1488,-8334,959,959,4683,Tanja Huberli,20,19,,,104007,4754,,,1,,,3.0,B
251,1B,attack,hard,=,1489,-8333,959,959,4683,Nina Betschart,20,19,line,X4,104007,4869,,8205,1,,,1.0,B
253,,point,,,,,4683,959,4683,,20,20,,,104007,,,,1,,,,
254,1C,serve,jump_float,!,1515,-126558,4683,959,4683,Alexandra Klineman,20,20,,,104007,0926,,8224,1,,,1.0,C
255,1C,reception,middle,!,1517,-8333,959,959,4683,Nina Betschart,20,20,,,104007,0926,,8224,1,,,1.0,C
256,8A,set,~,#,1518,-8334,959,959,4683,Tanja Huberli,20,20,,,104007,3060,,,1,,,8.0,A
257,1C,attack,hard,-,1520,-8333,959,959,4683,Nina Betschart,20,20,line,V5,104007,4885,,8035,1,let,,1.0,C
258,,dig,,#,1520,-126559,4683,959,4683,April Ross,20,20,,,104007,4885,,8035,1,,,,
259,7A,set,~,#,1522,-126558,4683,959,4683,Alexandra Klineman,20,20,,,104007,2934,,,1,,,7.0,A
260,5C,attack,hard,#,1524,-126559,4683,959,4683,April Ross,20,20,peel,V3,104007,4849,,8286,1,,,5.0,C
261,,dig,,=,1524,-8334,959,959,4683,Tanja Huberli,20,20,,,104007,4849,,8286,1,,,,
262,,point,,,,,4683,959,4683,,20,21,,,104007,,,,1,,,,
263,1B,serve,jump_float,!,1553,-126558,4683,959,4683,Alexandra Klineman,20,21,,,104007,0926,,8013,1,,,1.0,B
264,1B,reception,right,!,1554,-8333,959,959,4683,Nina Betschart,20,21,,,104007,0926,,8013,1,,,1.0,B
265,3B,set,~,-,1555,-8334,959,959,4683,Tanja Huberli,20,21,,,104007,4951,,,1,,,3.0,B
266,1A,attack,hard,-,1557,-8333,959,959,4683,Nina Betschart,20,21,line,J3,104007,4150,,8422,1,let,,1.0,A
267,,dig,,#,1558,-126559,4683,959,4683,April Ross,20,21,,,104007,4150,,8422,1,,emergency,,
268,4D,attack,pokey,#,1559,-126558,4683,959,4683,Alexandra Klineman,20,21,jump_line,C4,104007,4868,,6383,1,,,4.0,D
270,,point,,,,,4683,959,4683,,20,22,,,104007,,,,1,,,,
